name,agent_utterance,label,dialogue_act
1902F4001_027, 洋画が好きなんですか，おすすめの洋画ってありますか？,5.2,qy
1902F4001_028, それのどういったところが好きなんですか？,5.8,qw
1902F4001_029, なるほど。,4.2,oa
1902F4001_030, 「映画館」か「テレビ」かどちらでよく映画をみますか？,5.2,qy
1902F4001_031, なるほど、そうなんですね。,4.2,oa
1902F4001_032, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,4.8,io
1902F4001_033, はい、そうです。,4.0,oa
1902F4001_034, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4001_035, それでは少し「スポーツ」について話しましょう！,4.0,op
1902F4001_036, 好きなスポーツはなんですか？,5.2,qw
1902F4001_037, スポーツはするほうが好きですか？それとも見るほうが好きですか？,6.4,qw
1902F4001_038, そうですね。,4.2,oa
1902F4001_039, 健康のため、とか、リフレッシュするため、とかですか？,4.0,qy
1902F4001_040, スポーツをする目的は何ですか？,5.4,qw
1902F4001_041, そのほか健康のために、気をつけていることはありますか？,5.6,qy
1902F4001_042, そうなんですね。,4.2,oa
1902F4001_043, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4001_044, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,3.6,qy
1902F4001_045, そうなんですね。,3.8,oa
1902F4001_046, ショッピングで「アマゾン」などはよく利用しますか？,5.6,qy
1902F4001_047, 使い心地はどうですか？,4.0,qw
1902F4001_048, 具体的にどういったものを買いますか？,6.0,qw
1902F4001_049, 本当ですか！,4.4,oa
1902F4001_050, なるほど。,4.0,oa
1902F4001_051, ありがとうございました・・,4.0,oa
1902F4001_052, それでは少し「学校」について話しましょう！,4.0,op
1902F4001_053, 学生時代、一番楽しかった学年はありますか？,4.6,qy
1902F4001_054, 学生時代で、楽しかったエピソードを教えてください・・,5.6,qw
1902F4001_055, なるほど、そうなんですね。,4.2,oa
1902F4001_056, もう少し詳しく教えてください。,6.2,qw
1902F4001_057, 貴重な体験をされましたね・・,5.2,oa
1902F4001_058, そうですか、貴重な体験談をありがとうございました・・,4.2,oa
1902F4001_059, それでは「旅行」について話しましょう,4.0,op
1902F4001_060, さいきん旅行には行きましたか？,5.4,qy
1902F4001_061, 旅行にはよく行かれますか？,5.6,qy
1902F4001_062, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,5.6,qy
1902F4001_063, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,4.2,io
1902F4001_064, 今までいった「旅行」で特におすすめの場所はありますか？,6.2,qy
1902F4001_065, 本当ですか！,4.4,oa
1902F4001_066, その旅先で何が一番楽しかったですか？,6.0,qw
1902F4001_067, その旅先で美味しい食べ物はたべましたか・・,5.8,qy
1902F4001_068, なるほど、それは素晴らしい経験ですね。,4.8,pa
1902F4001_069, そうですか、貴重な体験談をありがとうございました。,4.2,oa
1902F4001_070, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,4.0,qw
1902F4001_071, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,5.0,qw
1902F4001_072, なるほど、ありがとうございました。,4.0,oa
1902F4002_001, これから本番の収録を開始します。,4.2,oa
1902F4002_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.6,oa
1902F4002_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,5.2,qy
1902F4002_004, でんしゃ、バス、もしくは歩いてきましたか・・,5.0,qw
1902F4002_005, ここに来るまで迷いませんでしたか・・,4.6,qy
1902F4002_006, 時間はどのくらいかかりましたか？,4.8,qw
1902F4002_007, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,6.2,oa
1902F4002_008, きょうは来ていただいてありがとうございます！,6.0,oa
1902F4002_009, それでは「食べ物」について話しましょう！,4.2,op
1902F4002_010, 甘いものと、からいものどちらがお好きですか？,5.0,qw
1902F4002_011, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.4,qw
1902F4002_012, なるほど、普段はどこでスイーツを買いますか？,5.2,qw
1902F4002_013, なるほど、その中でもおすすめのスイーツはありますか？,5.2,qy
1902F4002_014, もう少し詳しく教えてください。,5.2,qw
1902F4002_015, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,6.4,pa
1902F4002_016, それではつぎの話題にうつりたいとおもいます。,4.2,op
1902F4002_017, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.2,op
1902F4002_018, 休日は家で過ごすほうが多いですか？外出することが多いですか？,4.8,qw
1902F4002_019, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.6,qw
1902F4002_020, それでは少し「音楽」について話しましょう！,4.4,op
1902F4002_021, 最近音楽は聞きましたか？,5.6,qy
1902F4002_022, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,5.6,qw
1902F4002_023, おすすめの曲はありますか？,6.2,qy
1902F4002_024, もう少し詳しく教えてください。,6.2,qw
1902F4002_025, そのきょくのどういうところが好きなんですか？,6.0,qw
1902F4002_026, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,6.0,pa
1902F4002_027, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,5.6,qy
1902F4002_028, なるほど、そうなんですね。,3.8,oa
1902F4002_029, ありがとうございました・・,4.6,oa
1902F4002_030, それでは少し「ゲーム」について話しましょう,4.0,op
1902F4002_031, ゲームはよくする方なんですか？,5.2,qy
1902F4002_032, 最近ハマっているゲームはありますか？,5.4,qy
1902F4002_033, もう少し詳しく教えてください。,4.2,qw
1902F4002_034, そのゲームのどんなところが好きなんですか？,5.6,qw
1902F4002_035, そうなんですね。,5.0,oa
1902F4002_036, それでは少し「ドラマ」の話をしましょう！,3.6,op
1902F4002_037, さいきんドラマは見ましたか？,5.0,qy
1902F4002_038, ドラマはよく見る方ですか？,4.2,qy
1902F4002_039, そのドラマはどんな内容なんですか？,5.0,qw
1902F4002_040, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,5.2,pa
1902F4002_041, それではつぎの話題にうつりたいとおもいます。,4.2,op
1902F4002_042, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,3.8,qy
1902F4002_043, 具体的になんのために利用していますか？,3.8,qw
1902F4002_044, なるほど、そういうふうに利用されているのですね。,3.6,oa
1902F4002_045, おすすめの便利なきのうとかはありますか？,3.6,qy
1902F4002_046, そうなんですね。,3.8,oa
1902F4002_047, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.6,qy
1902F4002_048, 本当ですか！,3.6,oa
1902F4002_049, たいへんでしたね。,5.0,oa
1902F4002_050, ショッピングで「アマゾン」などはよく利用しますか？,5.8,qy
1902F4002_051, 使い心地はどうですか？,5.4,qw
1902F4002_052, 具体的にどういったものを買いますか？,5.2,qw
1902F4002_053, なるほど。,3.6,oa
1902F4002_054, ありがとうございました・・,3.6,oa
1902F4002_055, それでは「旅行」について話しましょう,4.0,op
1902F4002_056, 旅行にはよく行かれますか？,4.0,qy
1902F4002_057, 旅行はどこに行ったことがありますか？,5.2,qw
1902F4002_058, 今までいった「旅行」で特におすすめの場所はありますか？,5.6,qy
1902F4002_059, その旅先で美味しい食べ物はたべましたか・・,5.2,qy
1902F4002_060, 具体的には教えてもらえますか？,5.8,qw
1902F4002_061, なるほど。,4.0,oa
1902F4002_062, その旅先で何が一番楽しかったですか？,5.4,qw
1902F4002_063, 「温泉」などリフレッシュするためにいきますか？,3.4,qy
1902F4002_064, 貴重な体験談をありがとうございました。,4.4,oa
1902F4002_065, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,3.8,qw
